OPID_BENCH,ind_name
39929_27397,Increase the number of farmers that multiply seeds from the current 17 to 46
39940_14559,At least 20% of total Fund commitments invested in Russia and Ukraine and at least one investment made in Turkey
39940_14560,Fund investments to reach at least 10 investee companies
39940_14561,The Fund to take Board seat in at least 75% of portfolio companies
39940_14562,Achieve First close of EUR 100m and Final close of at least EUR 300m
39940_14563,Attract at least 20% of commitments from new investors
39940_14564,Opening an office in Istanbul
39940_14565,Raising a follow-on fund for SEE/Russia
39940_14566,Early indication of financial success through NAV based IRR above 10%
39940_14567,At least 75% of projects where equity warrants are part of the financing structure
39974_11236,"Commercial success of the project based on merchant operation, selling at least 60% of its capacity in the competitive market operated by Opcom or similar trading platforms which will stimulate competition and force other generators to improve efficiency. "
39974_11237,"Greenfield generation project in Romania owned and operated by a private sponsor, in a market where all power generation capacities are state owned, reinforcing the liberalised market structure, providing the basis for other such projects."
39974_11238,"Requirement on Petrom to operate on arm?s length basis within its divisions (gas division, power division refinery)"
39974_11239,Implementing state-of-the-art technology and fulfilling highest environmental standards 
39974_11240,"During commercial operation, average net efficiency of the units of at least 50% and CO2 emission intensity of 0.2 tons/MWh"
39974_11241,Compliance with the Bank?s EAP
39990_20385,Signing of the PSC between the Company and the City
39990_20386,"Implementation of benchmarks established in the PSC, and performance against benchmarks disclosed to customers on a regular basis"
39990_20387,Implementation of the corporate development programme (incl. business strategy with long term operations plan)
39990_20388,Reduce the price differences between the various customer groups to: (i) 25 per cent
39990_20389,Reduce the price differences between the various customer groups to: (ii) 25 per cent
39990_20390,Reduce the price differences between the various customer groups to: (iii) 25 per cent
39990_20391,Reduce the price differences between the various customer groups to: (iv) eliminate such differences
39990_20392,Investment project implemented on-time and within budget
40219_16251,Successful introduction of A2A as manager of EPCG
40219_16252,Eventual full privatisation of EPCG
40219_16253,EXTENSION: Reduction in distribution losses from 23% to 11%
40219_16254,EXTENSION: Increase in collections to 95%
40219_16255,EXTENSION: Reduction in consumption of at least 90% of previously un-metered or unpaid for energy of residential consumers whose meters are changed through the Project and improvement of energy efficiency (achieving energy savings) of at least 3% for residential consumers.
40219_16256,Adoption of company-wide environmental. health and safety management system in accordance with ISO14001 and OSHAS 18001
40219_30638,EXTENSION: Tariff innovations ? additional time of use tariffs introduced to the market 
40250_12664,Ability to increase the fund size and attract private and institutional quality third party finance (other than Rabobank) by final close 
40250_12665,"Depending on fund raising beyond the first close, (i)further development of the fund management team by hiring additional professionls from the Region (ii) opening at least one representative office (most likely in Bucharest)"
40250_12666,"Successful investment of the Fund by investing in and exiting from at least 5 companies at the initial fund size, or at least 10 companies at the target fund size"
40250_12667,"Commitment to continuing private equity business with second and subsequent funds, particularly in the non EU 8 countries within the CSE region"
40250_12668,Achieving financial success of the Fund measured by the number of successful exits (net IRR exceeding 15%)
40250_12669,Improve financial performance of investee companies through hands-on approach
40266_28141,Market share of Europolis in markets and in Region
40266_28142,Other cross regional funds to be set up in the region and following Europolis 2 concept
40266_28143,New co-Investors attracted to participate in the funding of Sub-projects implemented under E2
40266_28144,"Participation of institutional investors in the sale of entire E2, regional sub-portfolios or individual assets"
40266_28145,Comparison of actual versus targeted allication of capital between the three market Tiers
40266_28146,"Size, quality and scope of sub-projects implemented under E2"
40266_28147,Introduction of forward purchase structure in Tier 3 markets
40266_28148,"Provision of new commercial space in Tier 2 and Tier 3 markets, setting of western standard property management benchmarks"
40266_28149,Knowledge transfer/training to local staff and sub-contractors
40338_17719,The client has contracted specialist consultants to prepare PMMR contracting
40338_17720,Successful completion of template PMMR tender documents and relevant training of City staff by TC consultant
40338_17721,"As a condition for first disbursement for Tranche II, a minimum of 15 km of roads to be rehabilitated under Tranche II will include PMMR bundled with the rehabilitation activities"
40338_17722,Signing of PMMR contracting for maintenance of additional 30 km of urban road in Sibiu (beyond the covenanted 15 km)
