code,ind_name
LT.1.4,Volume of outstanding loans of partner financial institution for energy efficiency investments
ST.9.4,Volume of loans disbursed by partner financial institution for energy efficiency investments
ST.15.4,New or updated product introduced
LT.11.4,Number of suppliers improving quality of practices
ST.12.5,Improved licensing standards
ST.13.5,Practices of the relevant stakeholder improved (equal opportunity practices of the client's holding company) 
O.14.5,Project implementation support completed: Draft public service contract approved
ST.75.5,Expanded access of infrastructure within regions
LT.21.5,Total gross insurance premium for renewable energy investments
ST.121.5,Average size of loans disbursed by partner financial institution to clients in renewable energy investments
ST.79.5,Improved quality of infrastructure within regions
LT.19.5,Number of outstanding loans of partner financial institution for renewable energy investments
ST.10.5,Number of loans disbursed by partner financial institution disbursed for renewable energy investments
O.8.5,Business advisory recommendations agreed: Capital market platform design
LT.1.5,Volume of outstanding loans of partner financial institution for renewable energy investments
ST.9.5,Volume of loans disbursed by partner financial institution for renewable energy investments
ST.15.5,New or updated products and services introduced
ST.12.6,Improved quality standards
ST.13.6,Practices of the relevant stakeholder improved (environmental) 
O.14.6,Project implementation support completed: Stakeholder Participation Programme approved
ST.75.6,Expanded access of infrastructure across regions
LT.21.6,Total gross insurance premium for efficiency investments
ST.121.6,Average size of loans disbursed by partner financial institution to clients in efficiency investments
ST.79.6,Improved quality of infrastructure across regions
LT.19.6,Number of outstanding loans of partner financial institution for efficiency investments
ST.10.6,Number of loans disbursed by partner financial institution disbursed for efficiency investments
O.8.6,Business advisory recommendations agreed: Pricing benchmark adopted
LT.1.6,Volume of outstanding loans of partner financial institution for efficiency investments
ST.9.6,Volume of loans disbursed by partner financial institution for efficiency investments
ST.15.6,New or updated GET technology or product leading to energy efficiency introduced
ST.12.7,Improved health & safety standards
ST.13.7,Practices of the relevant stakeholder improved (EMS/disclosure) 
O.14.7,Project implementation support completed: Environmental and Social Action Plan approved
ST.75.7,Expanded access of natural resources product or services
LT.21.7,Total gross insurance premium for climate adaptation investments
ST.121.7,Average size of loans disbursed by partner financial institution to clients in climate adaptation investments
ST.79.7,Improved quality of natural resources product or services
LT.19.7,Number of outstanding loans of partner financial institution for climate adaptation investments
ST.10.7,Number of loans disbursed by partner financial institution disbursed for climate adaptation investments
O.8.7,Business advisory recommendations agreed: Listing documents prepared
LT.1.7,Volume of outstanding loans of partner financial institution for climate adaptation investments
ST.9.7,Volume of loans disbursed by partner financial institution for climate adaptation investments
ST.15.7,New or updated GET technology or product leading to resource efficiency introduced
ST.12.8,Improved procurement standards
ST.13.8,Practices of the relevant stakeholder improved agriculture-specific practices (SEED toolkit/Smart retail concept/supply chain mapping) 
O.14.8,Project implementation support completed: Design of new information system approved
LT.21.8,Total gross insurance premium for women-led businesses
ST.121.8,Average size of loans disbursed by partner financial institution to clients in women-led businesses
LT.19.8,Number of outstanding loans of partner financial institution for women-led businesses
ST.10.8,Number of loans disbursed by partner financial institution disbursed for women-led businesses
O.8.8,Business advisory recommendations agreed: Design of enhancements to deposit insurance system
LT.1.8,Volume of outstanding loans of partner financial institution for women-led businesses
ST.9.8,Volume of loans disbursed by partner financial institution for women-led businesses
ST.15.8,New or updated GET technology or product leading to water savings introduced
ST.12.9,Improved reporting standards
ST.13.9,Practices of the relevant stakeholder improved (permitting/licensing procedures) 
O.14.9,Project implementation support completed: Market demand analysis accepted
